target_id	target_type	target_name	target_organism_tax_id	target_organism	uniprot_id
NPT2302	Cell Line	639-V	9606	Homo sapiens	
NPT2303	Cell Line	647-V	9606	Homo sapiens	
NPT2304	Cell Line	CAL-72	9606	Homo sapiens	
NPT2305	Cell Line	CAL-85-1	9606	Homo sapiens	
NPT2306	Cell Line	Ca-Ski	9606	Homo sapiens	
NPT2307	Cell Line	769-P	9606	Homo sapiens	
NPT2308	Cell Line	CAMA-1	9606	Homo sapiens	
NPT2309	Cell Line	CAPAN-1	9606	Homo sapiens	
NPT2310	Cell Line	CaR-1	9606	Homo sapiens	
NPT2311	Cell Line	Calu-3	9606	Homo sapiens	
NPT2312	Cell Line	8305C	9606	Homo sapiens	
NPT2313	Cell Line	BCPAP	9606	Homo sapiens	
NPT2314	Cell Line	BEN	9606	Homo sapiens	
NPT2315	Cell Line	BFTC-905	9606	Homo sapiens	
NPT2316	Cell Line	CFPAC-1	9606	Homo sapiens	
NPT2317	Cell Line	ChaGo-K-1	9606	Homo sapiens	
NPT2318	Cell Line	A172	9606	Homo sapiens	
NPT2319	Cell Line	A204	9606	Homo sapiens	
NPT2320	Cell Line	BFTC-909	9606	Homo sapiens	
NPT2321	Cell Line	BHT-101	9606	Homo sapiens	
NPT2322	Cell Line	CHL-1	9606	Homo sapiens	
NPT2323	Cell Line	BHY	9606	Homo sapiens	
NPT2324	Cell Line	CHP-212	9606	Homo sapiens	
NPT2325	Cell Line	BPH-1	9606	Homo sapiens	
NPT2326	Cell Line	BT-20	9606	Homo sapiens	
NPT2327	Cell Line	D-423MG	9606	Homo sapiens	
NPT2328	Cell Line	COLO-678	9606	Homo sapiens	
NPT2329	Cell Line	COLO-679	9606	Homo sapiens	
NPT2330	Cell Line	D-566MG	9606	Homo sapiens	
NPT2331	Cell Line	A-427	9606	Homo sapiens	
NPT2332	Cell Line	COLO-680N	9606	Homo sapiens	
NPT2333	Cell Line	DBTRG-05MG	9606	Homo sapiens	
NPT2334	Cell Line	NCI-H1793	9606	Homo sapiens	
NPT2335	Cell Line	NCI-H596			
NPT2336	Cell Line	OE19	9606	Homo sapiens	
NPT2337	Cell Line	OE33	9606	Homo sapiens	
NPT2338	Cell Line	SW48	9606	Homo sapiens	
NPT2339	Cell Line	TGBC24TKB	9606	Homo sapiens	
NPT2340	Cell Line	KU-19-19	9606	Homo sapiens	
NPT2341	Cell Line	NCI-H1975	9606	Homo sapiens	
NPT2342	Cell Line	NCI-H630	9606	Homo sapiens	
NPT2343	Cell Line	NCI-H650	9606	Homo sapiens	
NPT2344	Cell Line	SK-MEL-24	9606	Homo sapiens	
NPT2345	Cell Line	SW626	9606	Homo sapiens	
NPT2346	Cell Line	TI-73	9606	Homo sapiens	
NPT2347	Cell Line	GMS-10	9606	Homo sapiens	
NPT2348	Cell Line	HLE	9606	Homo sapiens	
NPT2349	Cell Line	HMV-2 cell line			
NPT2350	Cell Line	HN	9606	Homo sapiens	
NPT2351	Cell Line	MG-63	9606	Homo sapiens	
NPT2352	Cell Line	MHH-ES-1	9606	Homo sapiens	
NPT2353	Cell Line	NCI-H1993	9606	Homo sapiens	
NPT2354	Cell Line	NCI-H2009	9606	Homo sapiens	
NPT2355	Cell Line	NCI-H2029	9606	Homo sapiens	
NPT2356	Cell Line	NCI-H661	9606	Homo sapiens	
NPT2357	Cell Line	RT-112	9606	Homo sapiens	
NPT2358	Cell Line	SK-MEL3	9606	Homo sapiens	
NPT2359	Cell Line	SK-MEL-30	9606	Homo sapiens	
NPT2360	Cell Line	SW756	9606	Homo sapiens	
NPT2361	Cell Line	SW780	9606	Homo sapiens	
NPT2362	Cell Line	TYK-nu	9606	Homo sapiens	
NPT2363	Cell Line	U-118-MG	9606	Homo sapiens	
NPT2364	Cell Line	GP5d	9606	Homo sapiens	
NPT2365	Cell Line	HO-1-N-1	9606	Homo sapiens	
NPT2366	Cell Line	JEG-3	9606	Homo sapiens	
NPT2367	Cell Line	KYSE-140	9606	Homo sapiens	
NPT2368	Cell Line	NCI-H2030	9606	Homo sapiens	
NPT2369	Cell Line	NCI-H2052	9606	Homo sapiens	
NPT2370	Cell Line	RVH-421	9606	Homo sapiens	
NPT2371	Cell Line	SW837	9606	Homo sapiens	
NPT2372	Cell Line	H-EMC-SS	9606	Homo sapiens	
NPT2373	Cell Line	KYSE-150 cell line			
NPT2374	Cell Line	KYSE-180	9606	Homo sapiens	
NPT2375	Cell Line	MKN-1	9606	Homo sapiens	
NPT2376	Cell Line	NBsusSR	9606	Homo sapiens	
NPT2377	Cell Line	NCI-H2087	9606	Homo sapiens	
NPT2378	Cell Line	NCI-H727	9606	Homo sapiens	
NPT2379	Cell Line	P12-Ichikawa	9606	Homo sapiens	
NPT2380	Cell Line	SK-N-AS	9606	Homo sapiens	
NPT2381	Cell Line	SW900	9606	Homo sapiens	
NPT2382	Cell Line	SW948	9606	Homo sapiens	
NPT2383	Cell Line	ESS-1	9606	Homo sapiens	
NPT2384	Cell Line	HPAF-II	9606	Homo sapiens	
NPT2385	Cell Line	HSC-3	9606	Homo sapiens	
NPT2386	Cell Line	KYSE-270	9606	Homo sapiens	
NPT2387	Cell Line	KYSE-410	9606	Homo sapiens	
NPT2388	Cell Line	LU-135	9606	Homo sapiens	
NPT2389	Cell Line	NCI-H1048	9606	Homo sapiens	
NPT2390	Cell Line	NCI-H2122	9606	Homo sapiens	
NPT2391	Cell Line	NCI-H810	9606	Homo sapiens	
NPT2392	Cell Line	S-117	9606	Homo sapiens	
NPT2393	Cell Line	SAS	9606	Homo sapiens	
NPT2394	Cell Line	HSC-4	9606	Homo sapiens	
NPT2395	Cell Line	KYSE-450	9606	Homo sapiens	
NPT2396	Cell Line	KYSE-510	9606	Homo sapiens	
NPT2397	Cell Line	KYSE-520 cell line			
NPT2398	Cell Line	MKN-7	9606	Homo sapiens	
NPT2399	Cell Line	NCI-H2170	9606	Homo sapiens	
NPT2400	Cell Line	PA-1	9606	Homo sapiens	
NPT2401	Cell Line	PANC-03-27	9606	Homo sapiens	
NPT2402	Cell Line	PANC-08-13	9606	Homo sapiens	
NPT2403	Cell Line	SBC-5	9606	Homo sapiens	
NPT2404	Cell Line	SW982	9606	Homo sapiens	
NPT2405	Cell Line	SAOS-2	9606	Homo sapiens	
NPT2406	Cell Line	HCC1395	9606	Homo sapiens	
NPT2407	Cell Line	HCC1419	9606	Homo sapiens	
NPT2408	Cell Line	KYSE-70 cell line			
NPT2409	Cell Line	LU-99A	9606	Homo sapiens	
NPT2410	Cell Line	NCI-H1299	9606	Homo sapiens	
NPT2411	Cell Line	NCI-H2228	9606	Homo sapiens	
NPT2412	Cell Line	Panc1005	9606	Homo sapiens	
NPT2413	Cell Line	PC-14	9606	Homo sapiens	
NPT2414	Cell Line	SCC-25	9606	Homo sapiens	
NPT2415	Cell Line	SKG-IIIa	9606	Homo sapiens	
NPT2416	Cell Line	UACC-893	9606	Homo sapiens	
NPT2417	Cell Line	UMUC3	9606	Homo sapiens	
NPT2418	Cell Line	HCC1569	9606	Homo sapiens	
NPT2419	Cell Line	HT-1376	9606	Homo sapiens	
NPT2420	Cell Line	NCI-H2291	9606	Homo sapiens	
NPT2421	Cell Line	PFSK-1	9606	Homo sapiens	
NPT2422	Cell Line	SCC-4	9606	Homo sapiens	
NPT2423	Cell Line	SCC-9	9606	Homo sapiens	
NPT2424	Cell Line	T84	9606	Homo sapiens	
NPT2425	Cell Line	UMC-11	9606	Homo sapiens	
NPT2426	Cell Line	HCC1806	9606	Homo sapiens	
NPT2427	Cell Line	HCC1954	9606	Homo sapiens	
NPT2428	Cell Line	HT-3	9606	Homo sapiens	
NPT2429	Cell Line	HT55	9606	Homo sapiens	
NPT2430	Cell Line	M059J	9606	Homo sapiens	
NPT2431	Cell Line	NCI-H1437	9606	Homo sapiens	
NPT2432	Cell Line	NCI-H2342	9606	Homo sapiens	
NPT2433	Cell Line	SNU-423	9606	Homo sapiens	
NPT2434	Cell Line	TCC-SUP	9606	Homo sapiens	
NPT2435	Cell Line	VM-CUB-1	9606	Homo sapiens	
NPT2436	Cell Line	VMRC-RCZ	9606	Homo sapiens	
NPT2437	Cell Line	EW-22	9606	Homo sapiens	
NPT2438	Cell Line	HTC-C3	9606	Homo sapiens	
NPT2439	Cell Line	MC-IXC	9606	Homo sapiens	
NPT2440	Cell Line	NCI-H1563	9606	Homo sapiens	
NPT2441	Cell Line	NCI-H2347	9606	Homo sapiens	
NPT2442	Cell Line	NCI-H2405	9606	Homo sapiens	
NPT2443	Cell Line	SNU-449	9606	Homo sapiens	
NPT2444	Cell Line	YAPC	9606	Homo sapiens	
NPT2445	Cell Line	YH-13	9606	Homo sapiens	
NPT2446	Cell Line	HCC38	9606	Homo sapiens	
NPT2447	Cell Line	HuCCT-1	9606	Homo sapiens	
NPT2448	Cell Line	KLE	9606	Homo sapiens	
NPT2449	Cell Line	NCI-H1573	9606	Homo sapiens	
NPT2450	Cell Line	NCI-H2452	9606	Homo sapiens	
NPT2451	Cell Line	NCI-H28	9606	Homo sapiens	
NPT2452	Cell Line	NCI-H292			
NPT2453	Cell Line	RCM-1	9606	Homo sapiens	
NPT2454	Cell Line	RD	9606	Homo sapiens	
NPT2455	Cell Line	SNU-C2B	9606	Homo sapiens	
NPT2456	Cell Line	TE-11	9606	Homo sapiens	
NPT2457	Cell Line	YKG-1	9606	Homo sapiens	
NPT2458	Cell Line	FTC-133	9606	Homo sapiens	
NPT2459	Cell Line	HCC70	9606	Homo sapiens	
NPT2460	Cell Line	HCE-4	9606	Homo sapiens	
NPT2461	Cell Line	HuO-3N1	9606	Homo sapiens	
NPT2462	Cell Line	HuO9	9606	Homo sapiens	
NPT2463	Cell Line	MDA-MB-157	9606	Homo sapiens	
NPT2464	Cell Line	MDA-MB-175-VII	9606	Homo sapiens	
NPT2465	Cell Line	NCI-H1623	9606	Homo sapiens	
NPT2466	Cell Line	NCI-H358	9606	Homo sapiens	
NPT2467	Cell Line	RERF-LC-MS	9606	Homo sapiens	
NPT2468	Cell Line	G-361	9606	Homo sapiens	
NPT2469	Cell Line	G-401	9606	Homo sapiens	
NPT2470	Cell Line	G-402	9606	Homo sapiens	
NPT2471	Cell Line	HuP-T3	9606	Homo sapiens	
NPT2472	Cell Line	HuP-T4	9606	Homo sapiens	
NPT2473	Cell Line	MDA-MB-361	9606	Homo sapiens	
NPT2474	Cell Line	MDA-MB-415	9606	Homo sapiens	
NPT2475	Cell Line	NCI-H1651	9606	Homo sapiens	
NPT2476	Cell Line	NCI-H441	9606	Homo sapiens	
NPT2477	Cell Line	NUGC-3	9606	Homo sapiens	
NPT2478	Cell Line	NY	9606	Homo sapiens	
NPT2479	Cell Line	OAW-28	9606	Homo sapiens	
NPT2480	Cell Line	RH-18	9606	Homo sapiens	
NPT2481	Cell Line	SW1088	9606	Homo sapiens	
NPT2482	Cell Line	SW 1116	9606	Homo sapiens	
NPT2483	Cell Line	SW13	9606	Homo sapiens	
NPT2484	Cell Line	GAMG	9606	Homo sapiens	
NPT2485	Cell Line	IA-LM	9606	Homo sapiens	
NPT2486	Cell Line	IGR-1	9606	Homo sapiens	
NPT2487	Cell Line	KNS-62	9606	Homo sapiens	
NPT2488	Cell Line	MDA-MB-453	9606	Homo sapiens	
NPT2489	Cell Line	MeWo	9606	Homo sapiens	
NPT2490	Cell Line	NCI-H1666	9606	Homo sapiens	
NPT2491	Cell Line	NCI-H1693	9606	Homo sapiens	
NPT2492	Cell Line	OAW-42	9606	Homo sapiens	
NPT2493	Cell Line	OC-314	9606	Homo sapiens	
NPT2494	Cell Line	RMG-I	9606	Homo sapiens	
NPT2495	Cell Line	SW1417	9606	Homo sapiens	
NPT2496	Cell Line	SW1463	9606	Homo sapiens	
NPT2497	Cell Line	HEC-1	9606	Homo sapiens	
NPT2498	Cell Line	KOSC-2	9606	Homo sapiens	
NPT2499	Cell Line	KP-4	9606	Homo sapiens	
NPT25	Cell Line	MT4	9606	Homo sapiens	
NPT2500	Cell Line	LCLC-103H cell line			
NPT2501	Cell Line	MEL-HO	9606	Homo sapiens	
NPT2502	Cell Line	MEL-JUSO	9606	Homo sapiens	
NPT2503	Cell Line	NCI-H1703	9606	Homo sapiens	
NPT2504	Cell Line	NCI-H1755	9606	Homo sapiens	
NPT2505	Cell Line	NCI-H520			
NPT2506	Cell Line	RO82-W-1	9606	Homo sapiens	
NPT2507	Cell Line	RPMI-2650	9606	Homo sapiens	
NPT2508	Cell Line	SW1710	9606	Homo sapiens	
NPT2509	Cell Line	SW1783	9606	Homo sapiens	
NPT2510	Cell Line	GCT	9606	Homo sapiens	
NPT2511	Cell Line	HGC-27	9606	Homo sapiens	
NPT2512	Cell Line	LCLC-97TM1	9606	Homo sapiens	
NPT2513	Cell Line	LK-2	9606	Homo sapiens	
NPT2514	Cell Line	LN-405	9606	Homo sapiens	
NPT2515	Cell Line	MFE-280	9606	Homo sapiens	
NPT2548	Cell Line	SNU-638	9606	Homo sapiens	
NPT2589	Cell Line	Panel leukemia (Carcinoma cell lines)	9606	Homo sapiens	
NPT2609	Cell Line	BeWo	9606	Homo sapiens	
NPT2611	Cell Line	GBM	9606	Homo sapiens	
NPT2615	Cell Line	HEK-293T	9606	Homo sapiens	
NPT2641	Cell Line	COLO 320	9606	Homo sapiens	
NPT2644	Cell Line	UACC-903	9606	Homo sapiens	
NPT2649	Cell Line	V79-4	10029	Cricetulus griseus	
NPT2657	Cell Line	A10	10116	Rattus norvegicus	
NPT2678	Cell Line	NB-4	9606	Homo sapiens	
NPT2679	Cell Line	LLC-MK2	9544	Macaca mulatta	
NPT2711	Cell Line	BALB/3T3	10090	Mus musculus	
NPT2722	Cell Line	St-4	9606	Homo sapiens	
NPT2723	Cell Line	MKN-74	9606	Homo sapiens	
NPT2730	Cell Line	Balb/MK	10090	Mus musculus	
NPT2734	Cell Line	COLO357	9606	Homo sapiens	
NPT2735	Cell Line	RAW	10090	Mus musculus	
NPT2738	Cell Line	Ishikawa	9606	Homo sapiens	
NPT2740	Cell Line	Neutrophils			
NPT2743	Cell Line	MCF-12A	9606	Homo sapiens	
NPT2786	Cell Line	DC3F	10029	Cricetulus griseus	
NPT2788	Cell Line	3T3	10090	Mus musculus	
NPT2813	Cell Line	Friend leukemia cell line			
NPT2815	Cell Line	M21	9606	Homo sapiens	
NPT2827	Cell Line	Human breast cancer cell lines			
NPT2828	Cell Line	CEM-VLB	9606	Homo sapiens	
NPT2829	Cell Line	MES-SA/DxS	9606	Homo sapiens	
NPT2831	Cell Line	P388/S	10090	Mus musculus	
NPT2832	Cell Line	CHRC5 cell line			
NPT2834	Cell Line	S1B1-20	9606	Homo sapiens	
NPT2842	Cell Line	EMT6	10090	Mus musculus	
NPT2844	Cell Line	MES-SA	9606	Homo sapiens	
NPT2846	Cell Line	BHK-21	10029	Cricetulus griseus	
NPT2870	Cell Line	Sarcoma-180	10090	Mus musculus	
NPT2891	Cell Line	H4	9606	Homo sapiens	
NPT2943	Cell Line	NCI-H417	9606	Homo sapiens	
NPT2980	Cell Line	Colon 26	10090	Mus musculus	
NPT3013	Cell Line	HN5	9606	Homo sapiens	
NPT3027	Cell Line	MCF7S	9606	Homo sapiens	
NPT3035	Cell Line	ScN2a	10090	Mus musculus	
NPT3045	Cell Line	NUGC-4	9606	Homo sapiens	
NPT306	Cell Line	PC-3	9606	Homo sapiens	
NPT307	Cell Line	HOS	9606	Homo sapiens	
NPT308	Cell Line	CAKI-1	9606	Homo sapiens	
NPT3089	Cell Line	SW1353	9606	Homo sapiens	
NPT309	Cell Line	1A9	9606	Homo sapiens	
NPT3092	Cell Line	TC-YIK	9606	Homo sapiens	
NPT3093	Cell Line	NCI-H250	9606	Homo sapiens	
NPT3094	Cell Line	NCI-H378	9606	Homo sapiens	
NPT310	Cell Line	1A9/ptx-10	9606	Homo sapiens	
NPT311	Cell Line	SK-LU-1	9606	Homo sapiens	
NPT3118	Cell Line	Cell line	9606	Homo sapiens	
NPT3123	Cell Line	DAN-G	9606	Homo sapiens	
NPT313	Cell Line	P388CPT5	10090	Mus musculus	
NPT3140	Cell Line	MGC-803	9606	Homo sapiens	
NPT315	Cell Line	CEM-SS	9606	Homo sapiens	
NPT3158	Cell Line	NCI-H295R	9606	Homo sapiens	
NPT3171	Cell Line	V79	10029	Cricetulus griseus	
NPT319	Cell Line	B16	10090	Mus musculus	
NPT3190	Cell Line	NHDF	9606	Homo sapiens	
NPT3191	Cell Line	Leukemia 60 cell line			
NPT323	Cell Line	SW-620	9606	Homo sapiens	
NPT333	Cell Line	CEM	9606	Homo sapiens	
NPT3377	Cell Line	PC-9			
NPT34	Cell Line	BV-2	10090	Mus musculus	
NPT3463	Cell Line	L132	9606	Homo sapiens	
NPT3465	Cell Line	ECC10	9606	Homo sapiens	
NPT3466	Cell Line	MOLT-13	9606	Homo sapiens	
NPT3467	Cell Line	SJRH30	9606	Homo sapiens	
NPT347	Cell Line	Lymphoblastoid cells	9606	Homo sapiens	
NPT3470	Cell Line	WEHI-164	10090	Mus musculus	
NPT3508	Cell Line	EJ	9606	Homo sapiens	
NPT3527	Cell Line	RBL-1	10116	Rattus norvegicus	
NPT3528	Cell Line	Lvec			
NPT3551	Cell Line	ST-KM-1			
NPT3552	Cell Line	OST	9606	Homo sapiens	
NPT3553	Cell Line	KHOS-321H	9606	Homo sapiens	
NPT3554	Cell Line	SK-ES1			
NPT3555	Cell Line	HOS-TE85	9606	Homo sapiens	
NPT3556	Cell Line	PC-8			
NPT3557	Cell Line	PC-13			
NPT3558	Cell Line	QG-56			
NPT3577	Cell Line	TA3	10090	Mus musculus	
NPT367	Cell Line	MDA-N	9606	Homo sapiens	
NPT368	Cell Line	SN12C	9606	Homo sapiens	
NPT369	Cell Line	ACHN	9606	Homo sapiens	
NPT370	Cell Line	NCI-H23	9606	Homo sapiens	
NPT371	Cell Line	UO-31	9606	Homo sapiens	
NPT372	Cell Line	HOP-92	9606	Homo sapiens	
NPT3722	Cell Line	4T1	10090	Mus musculus	
NPT3723	Cell Line	CT26	10090	Mus musculus	
NPT373	Cell Line	SK-MEL-5	9606	Homo sapiens	
NPT374	Cell Line	SF-539	9606	Homo sapiens	
NPT375	Cell Line	Malme-3M	9606	Homo sapiens	
NPT376	Cell Line	A498	9606	Homo sapiens	
NPT377	Cell Line	OVCAR-3	9606	Homo sapiens	
NPT378	Cell Line	NCI/ADR-RES	9606	Homo sapiens	
NPT3786	Cell Line	LM	10090	Mus musculus	
NPT3789	Cell Line	KBALB cell line			
NPT379	Cell Line	HOP-62	9606	Homo sapiens	
NPT3790	Cell Line	KBALB-STK			
NPT3792	Cell Line	143B	9606	Homo sapiens	
NPT3794	Cell Line	ATH-8 cell line			
NPT380	Cell Line	U-251	9606	Homo sapiens	
NPT3804	Cell Line	Human Tumor Cell lines			
NPT381	Cell Line	OVCAR-8	9606	Homo sapiens	
NPT382	Cell Line	OVCAR-5	9606	Homo sapiens	
NPT383	Cell Line	SNB-19	9606	Homo sapiens	
NPT384	Cell Line	TK-10	9606	Homo sapiens	
NPT3845	Cell Line	LFCl2A			
NPT3846	Cell Line	PC10	9606	Homo sapiens	
NPT3847	Cell Line	TE-2	9606	Homo sapiens	
NPT3848	Cell Line	9L	10116	Rattus norvegicus	
NPT3849	Cell Line	PHA-Ly	9606	Homo sapiens	
NPT385	Cell Line	SR	9606	Homo sapiens	
NPT3850	Cell Line	KKLS			
NPT3851	Cell Line	AZ-521 cell line			
NPT3852	Cell Line	COLO 320DM	9606	Homo sapiens	
NPT3853	Cell Line	SNU-			
NPT3857	Cell Line	CHO-FU	10029	Cricetulus griseus	
NPT3858	Cell Line	KATO III stomach cancer cell lines			
NPT3859	Cell Line	PC-6	9606	Homo sapiens	
NPT386	Cell Line	KM12	9606	Homo sapiens	
NPT3860	Cell Line	QG-90	9606	Homo sapiens	
NPT3861	Cell Line	KU-2 cell line			
NPT3862	Cell Line	HT-137			
NPT3863	Cell Line	G-292	9606	Homo sapiens	
NPT3864	Cell Line	MDAY-D2	10090	Mus musculus	
NPT3865	Cell Line	L1210/C	10090	Mus musculus	
NPT3869	Cell Line	C170			
NPT387	Cell Line	M14	9606	Homo sapiens	
NPT3870	Cell Line	791T cell line			
NPT3871	Cell Line	N592			
NPT3874	Cell Line	TSU	9606	Homo sapiens	
NPT3875	Cell Line	Astrocytes			
NPT3876	Cell Line	BEL-7404 tumor cell line			
NPT3877	Cell Line	NSCLC	9606	Homo sapiens	
NPT388	Cell Line	NCI-H322M	9606	Homo sapiens	
NPT3880	Cell Line	Melanoma cells	9606	Homo sapiens	
NPT3881	Cell Line	MX1	9606	Homo sapiens	
NPT3882	Cell Line	MFE-296	9606	Homo sapiens	
NPT3885	Cell Line	CV-1	9534	Chlorocebus aethiops	
NPT3886	Cell Line	COS-1	9534	Chlorocebus aethiops	
NPT3887	Cell Line	CNE	9606	Homo sapiens	
NPT389	Cell Line	RPMI-8226	9606	Homo sapiens	
NPT3890	Cell Line	YOSHIDA	10116	Rattus norvegicus	
NPT3891	Cell Line	S180	10090	Mus musculus	
NPT390	Cell Line	LOX IMVI	9606	Homo sapiens	
NPT3908	Cell Line	N2a	10090	Mus musculus	
NPT391	Cell Line	HCC 2998	9606	Homo sapiens	
NPT3911	Cell Line	ECV-304	9606	Homo sapiens	
NPT392	Cell Line	SNB-75	9606	Homo sapiens	
NPT3926	Cell Line	Mixed cortical cells	10116	Rattus norvegicus	
NPT393	Cell Line	HCT-116	9606	Homo sapiens	
NPT394	Cell Line	EKVX	9606	Homo sapiens	
NPT395	Cell Line	SF-268	9606	Homo sapiens	
NPT3950	Cell Line	GLC4 cell line			
NPT3958	Cell Line	MLM			
NPT396	Cell Line	T47D	9606	Homo sapiens	
NPT397	Cell Line	NCI-H460	9606	Homo sapiens	
NPT398	Cell Line	UACC-62	9606	Homo sapiens	
NPT399	Cell Line	SF-295	9606	Homo sapiens	
NPT400	Cell Line	MDA-MB-435	9606	Homo sapiens	
NPT4009	Cell Line	L1.2	10090	Mus musculus	
NPT401	Cell Line	786-0	9606	Homo sapiens	
NPT402	Cell Line	Hs-578T	9606	Homo sapiens	
NPT403	Cell Line	UACC-257	9606	Homo sapiens	
NPT404	Cell Line	CCRF-CEM	9606	Homo sapiens	
NPT405	Cell Line	NCI-H226	9606	Homo sapiens	
NPT4057	Cell Line	L cells	10090	Mus musculus	
NPT406	Cell Line	RXF 393	9606	Homo sapiens	
NPT407	Cell Line	COLO 205	9606	Homo sapiens	
NPT4103	Cell Line	CHO-MG	10029	Cricetulus griseus	
NPT4114	Cell Line	MM46	10090	Mus musculus	
NPT4124	Cell Line	HES			
NPT4137	Cell Line	Splenocytes	10090	Mus musculus	
NPT4162	Cell Line	NUGC	9606	Homo sapiens	
NPT4182	Cell Line	PAM212	10090	Mus musculus	
NPT4189	Cell Line	GH3	10116	Rattus norvegicus	
NPT4222	Cell Line	YT-NU	9606	Homo sapiens	
NPT4223	Cell Line	Don	10029	Cricetulus griseus	
NPT4241	Cell Line	Granta			
NPT4246	Cell Line	LS174T	9606	Homo sapiens	
NPT4247	Cell Line	MCF7R	9606	Homo sapiens	
NPT4254	Cell Line	SVR	10090	Mus musculus	
NPT4264	Cell Line	Lewis lung carcinoma cell line			
NPT4265	Cell Line	WALKER	10116	Rattus norvegicus	
NPT4267	Cell Line	MEXF989	9606	Homo sapiens	
NPT4268	Cell Line	LXFL 529/11			
NPT4281	Cell Line	MC9	10090	Mus musculus	
NPT4306	Cell Line	JY	9606	Homo sapiens	
NPT4326	Cell Line	M5076	10090	Mus musculus	
NPT4350	Cell Line	HEL 299			
NPT4368	Cell Line	ADDP cell line			
NPT4372	Cell Line	Murine T-cell line	10090	Mus musculus	
NPT4408	Cell Line	CHO-K1-BH4	10029	Cricetulus griseus	
NPT4431	Cell Line	JM1	9606	Homo sapiens	
NPT4452	Cell Line	CCD 19Lu	9606	Homo sapiens	
NPT4453	Cell Line	Lu-99 cell line			
NPT4454	Cell Line	HOC-21 cell line			
NPT4455	Cell Line	CAKI-2	9606	Homo sapiens	
NPT4456	Cell Line	HEC-1B cell line			
NPT4457	Cell Line	KB VCR R			
NPT4458	Cell Line	Caov-3 cell line			
NPT4459	Cell Line	833K			
NPT4460	Cell Line	L2987	9606	Homo sapiens	
NPT4461	Cell Line	Panel (Carcinoma cell lines)	9606	Homo sapiens	
NPT4462	Cell Line	NCI-H928			
NPT4464	Cell Line	L1210/Adr	10090	Mus musculus	
NPT4465	Cell Line	HCT-116/VM46	9606	Homo sapiens	
NPT4466	Cell Line	Panel (56 tumour cell lines)			
NPT4468	Cell Line	P338	10090	Mus musculus	
NPT4469	Cell Line	Renca	10090	Mus musculus	
NPT4470	Cell Line	Panel (10 carcinoma cell lines)			
NPT4471	Cell Line	Panel (12 tumour cell lines)	9606	Homo sapiens	
NPT4473	Cell Line	WIL2-NS	9606	Homo sapiens	
NPT4474	Cell Line	CCRF-SB	9606	Homo sapiens	
NPT4475	Cell Line	CEM/C2	9606	Homo sapiens	
NPT4486	Cell Line	LX-1	9606	Homo sapiens	
NPT4490	Cell Line	IMR-90	9606	Homo sapiens	
NPT4526	Cell Line	DA-3 cell line			
NPT453	Cell Line	HT-1080	9606	Homo sapiens	
NPT455	Cell Line	NCI-H522	9606	Homo sapiens	
NPT456	Cell Line	OVCAR-4	9606	Homo sapiens	
NPT4564	Cell Line	Neurons			
NPT457	Cell Line	BT-549	9606	Homo sapiens	
NPT458	Cell Line	IGROV-1	9606	Homo sapiens	
NPT4590	Cell Line	EL4	10090	Mus musculus	
NPT4591	Cell Line	DC3F/AD-II	10029	Cricetulus griseus	
NPT4592	Cell Line	CHO-AA8	10029	Cricetulus griseus	
NPT4593	Cell Line	Clone 62			
NPT4594	Cell Line	H2987 cell line			
NPT4595	Cell Line	CH1	9606	Homo sapiens	
NPT4598	Cell Line	XC	10116	Rattus norvegicus	
NPT4599	Cell Line	S9	9606	Homo sapiens	
NPT460	Cell Line	MT2	9606	Homo sapiens	
NPT4600	Cell Line	DV-90	9606	Homo sapiens	
NPT4601	Cell Line	EHEB	9606	Homo sapiens	
NPT4602	Cell Line	EFE-184	9606	Homo sapiens	
NPT4603	Cell Line	C-4-II	9606	Homo sapiens	
NPT4604	Cell Line	DMS-53	9606	Homo sapiens	
NPT4605	Cell Line	CCF-STTG1	9606	Homo sapiens	
NPT4606	Cell Line	BOKU	9606	Homo sapiens	
NPT4607	Cell Line	TT	9606	Homo sapiens	
NPT4608	Cell Line	RT-4	9606	Homo sapiens	
NPT4609	Cell Line	HCC1143	9606	Homo sapiens	
NPT461	Cell Line	PANC-1	9606	Homo sapiens	
NPT4610	Cell Line	NCI-H838	9606	Homo sapiens	
NPT4611	Cell Line	PLC-PRF-5	9606	Homo sapiens	
NPT4612	Cell Line	SNG-M	9606	Homo sapiens	
NPT4613	Cell Line	SNU-475	9606	Homo sapiens	
NPT4614	Cell Line	EW-7	9606	Homo sapiens	
NPT4615	Cell Line	NCI-H1618	9606	Homo sapiens	
NPT4616	Cell Line	SK-CO-1	9606	Homo sapiens	
NPT4617	Cell Line	IPC-298	9606	Homo sapiens	
NPT4618	Cell Line	NCI-H1734	9606	Homo sapiens	
NPT464	Cell Line	Daudi	9606	Homo sapiens	
NPT4642	Cell Line	PrEC	9606	Homo sapiens	
NPT4643	Cell Line	WI-38 5000	9606	Homo sapiens	
NPT4648	Cell Line	MAT-Ly-Lu	10116	Rattus norvegicus	
NPT4649	Cell Line	KHOS/NP	9606	Homo sapiens	
NPT465	Cell Line	NCI-N87	9606	Homo sapiens	
NPT4650	Cell Line	BUD-8	9606	Homo sapiens	
NPT4651	Cell Line	Ramos	9606	Homo sapiens	
NPT466	Cell Line	U-937	9606	Homo sapiens	
