id,name,common_names,usda_code,family,family_apg
291,"Apium graveolens L.","Wild Celery",APGRD,Apiaceae,Apiaceae
292,"Apium sp.","American Parsley","",Apiaceae,Apiaceae
293,"Aplectrum hyemale (Muhl. ex Willd.) Torr.","Adam And Eve",APHY,Orchidaceae,Orchidaceae
294,"Apocynum ?floribundum Greene (pro sp.)  [androsaemifolium ? cannabinum]","Intermediate Dogbane",APFL,Apocynaceae,Apocynaceae
295,"Apocynum ?floribundum Greene (pro sp.) [androsaemifolium ? cannabinum]","Intermediate Dogbane",APFL,Apocynaceae,Apocynaceae
296,"Apocynum androsaemifolium L.","Spreading Dogbane",APAN2,Apocynaceae,Apocynaceae
297,"Apocynum cannabinum L.",Indianhemp,APCA,Apocynaceae,Apocynaceae
298,"Apocynum sp.","","",Apocynaceae,Apocynaceae
299,"Aquilegia caerulea James","Colorado Blue Columbine",AQCAC2,Ranunculaceae,Ranunculaceae
300,"Aquilegia canadensis L.","Red Columbine",AQCA,Ranunculaceae,Ranunculaceae
301,"Aquilegia elegantula Greene","Western Red Columbine",AQEL,Ranunculaceae,Ranunculaceae
302,"Aquilegia eximia Van Houtte ex Planch.","Van Houtte's Columbine",AQEX,Ranunculaceae,Ranunculaceae
303,"Aquilegia formosa Fisch. ex DC.","Western Columbine",AQFO,Ranunculaceae,Ranunculaceae
304,"Aquilegia micrantha Eastw.","Mancos Columbine",AQMIM2,Ranunculaceae,Ranunculaceae
305,"Aquilegia sp.","Garden Columbines","",Ranunculaceae,Ranunculaceae
306,"Aquilegia triternata Payson","Chiricahua Mountain Columbine",AQTR,Ranunculaceae,Ranunculaceae
307,"Arabis drummondii Gray","Drummond's Rockcress",ARDR,Brassicaceae,Brassicaceae
308,"Arabis fendleri (S. Wats.) Greene","Fendler's Rockcress",ARFEF,Brassicaceae,Brassicaceae
309,"Arabis glabra (L.) Bernh.","Tower Rockcress",ARGL,Brassicaceae,Brassicaceae
310,"Arabis holboellii Hornem.","Holboell's Rockcress",ARHO2,Brassicaceae,Brassicaceae
311,"Arabis lyrata L.","Lyrate Rockcress",ARLY2,Brassicaceae,Brassicaceae
312,"Arabis perennans S. Wats.","Perennial Rockcress",ARPE2,Brassicaceae,Brassicaceae
313,"Arabis puberula Nutt.","Silver Rockcress",ARPU,Brassicaceae,Brassicaceae
314,"Arabis sparsiflora Nutt.","Sicklepod Rockcress",ARSPS2,Brassicaceae,Brassicaceae
315,"Arachis hypogaea L.",Peanut,ARHY,Fabaceae,Fabaceae
316,"Aralia californica S. Wats.","California Spikenard",ARCA2,Araliaceae,Araliaceae
317,"Aralia hispida Vent.","Bristly Sarsaparilla",ARHI2,Araliaceae,Araliaceae
318,"Aralia nudicaulis L.","Wild Sarsaparilla",ARNU2,Araliaceae,Araliaceae
319,"Aralia racemosa L.","American Spikenard",ARRAR,Araliaceae,Araliaceae
320,"Aralia sp.","","",Araliaceae,Araliaceae
321,"Aralia spinosa L.","Devil's Walkingstick",ARSP2,Araliaceae,Araliaceae
322,"Arbutus menziesii Pursh","Pacific Madrone",ARME,Ericaceae,Ericaceae
323,"Arceuthobium americanum Nutt. ex Engelm.","American Dwarf Mistletoe",ARAM,Viscaceae,Santalaceae
324,"Arceuthobium campylopodum Engelm.","Western Dwarf Mistletoe",ARCA3,Viscaceae,Santalaceae
325,"Arceuthobium occidentale Engelm.","Digger Pine Dwarf Mistletoe",AROC,Viscaceae,Santalaceae
326,"Arceuthobium vaginatum (Willd.) J. Presl","Pineland Dwarf Mistletoe",ARVAC,Viscaceae,Santalaceae
327,"Arctium lappa L.","Greater Burrdock",ARLA3,Asteraceae,Asteraceae
328,"Arctium minus Bernh.","Lesser Burrdock",ARMI2,Asteraceae,Asteraceae
329,"Arctium sp.",Burdock,"",Asteraceae,Asteraceae
330,"Arctostaphylos ?cinerea T.J. Howell (pro sp.)  [canescens ? viscida]","Del Norte Manzanita",ARCI,Ericaceae,Ericaceae
331,"Arctostaphylos ?cinerea T.J. Howell (pro sp.) [canescens ? viscida]","Del Norte Manzanita",ARCI,Ericaceae,Ericaceae
332,"Arctostaphylos alpina (L.) Spreng.","Alpine Bearberry",ARAL2,Ericaceae,Ericaceae
333,"Arctostaphylos canescens Eastw.","Hoary Manzanita",ARCAC7,Ericaceae,Ericaceae
334,"Arctostaphylos columbiana Piper","Hairy Manzanita",ARCO3,Ericaceae,Ericaceae
335,"Arctostaphylos glandulosa Eastw.","Eastwood's Manzanita",ARGLG3,Ericaceae,Ericaceae
336,"Arctostaphylos glauca Lindl.","Bigberry Manzanita",ARGL4,Ericaceae,Ericaceae
337,"Arctostaphylos manzanita Parry","Whiteleaf Manzanita",ARMAM2,Ericaceae,Ericaceae
338,"Arctostaphylos nevadensis Gray","Pinemat Manzanita",ARNE,Ericaceae,Ericaceae
339,"Arctostaphylos parryana Lemmon","Parry Manzanita",ARPAP5,Ericaceae,Ericaceae
340,"Arctostaphylos patula Greene","Greenleaf Manzanita",ARPA6,Ericaceae,Ericaceae
341,"Arctostaphylos pringlei Parry","Pringle Manzanita",ARPRP,Ericaceae,Ericaceae
342,"Arctostaphylos pumila Nutt.","Sandmat Manzanita",ARPU4,Ericaceae,Ericaceae
343,"Arctostaphylos pungens Kunth","Pointleaf Manzanita",ARPU5,Ericaceae,Ericaceae
344,"Arctostaphylos rubra (Rehd. & Wilson) Fern.","Red Fruit Bearberry",ARRU,Ericaceae,Ericaceae
345,"Arctostaphylos sp.",Manzanita,"",Ericaceae,Ericaceae
346,"Arctostaphylos tomentosa (Pursh) Lindl.","Woollyleaf Manzanita",ARTOT3,Ericaceae,Ericaceae
347,"Arctostaphylos uva-ursi (L.) Spreng.",Kinnikinnick,ARUV,Ericaceae,Ericaceae
348,"Arctostaphylos viscida Parry","Sticky Whiteleaf Manzanita",ARVIV,Ericaceae,Ericaceae
349,"Arctostaphylos viscida ssp. mariposa (Dudley) P.V. Wells","Mariposa Manzanita",ARVIM,Ericaceae,Ericaceae
350,"Ardisia escallonoides Schiede & Deppe ex Schlecht. & Cham.","Island Marlberry",ARES,Myrsinaceae,Primulaceae
351,"Arenaria aculeata S. Wats.","Prickly Sandwort",ARAC2,Caryophyllaceae,Caryophyllaceae
352,"Arenaria congesta Nutt.","Ballhead Sandwort",ARCOC4,Caryophyllaceae,Caryophyllaceae
353,"Arenaria eastwoodiae Rydb.","Eastwood's Sandwort",AREAE,Caryophyllaceae,Caryophyllaceae
354,"Arenaria fendleri Gray","Fendler's Sandwort",ARFEF3,Caryophyllaceae,Caryophyllaceae
355,"Arenaria lanuginosa ssp. saxosa (Gray) Maguire","Spreading Sandwort",ARLAS,Caryophyllaceae,Caryophyllaceae
356,"Arenaria macradenia S. Wats.","Mojave Sandwort",ARMAM4,Caryophyllaceae,Caryophyllaceae
357,"Arenaria sp.",Sandwort,"",Caryophyllaceae,Caryophyllaceae
358,"Arenaria triflora var. obtusa S. Wats.","","",Caryophyllaceae,Caryophyllaceae
359,"Argemone hispida Gray","Rough Pricklypoppy",ARHI4,Papaveraceae,Papaveraceae
360,"Argemone munita Dur. & Hilg.","Flatbud Pricklypoppy",ARMUM,Papaveraceae,Papaveraceae
361,"Argemone polyanthemos (Fedde) G.B. Ownbey","Crested Pricklypoppy",ARPO2,Papaveraceae,Papaveraceae
362,"Argentina anserina (L.) Rydb.","Silverweed Cinquefoil",ARAN7,Rosaceae,Rosaceae
363,"Argentina egedii ssp. egedii","Eged's Pacific Silverweed",AREGE,Rosaceae,Rosaceae
364,"Argyrochosma fendleri (Kunze) Windham","Fendler's Falsecloak Fern",ARFE5,Pteridaceae,""
365,"Argythamnia cyanophylla (Woot. & Standl.) Ingram","Charleston Mountain Silverbush",ARCY,Euphorbiaceae,Euphorbiaceae
366,"Arisaema dracontium (L.) Schott",Greendragon,ARDR3,Araceae,Araceae
367,"Arisaema triphyllum (L.) Schott","Jack In The Pulpit",ARTRT3,Araceae,Araceae
368,"Arisaema triphyllum ssp. quinatum (Buckl.) Huttleston","Jack In The Pulpit",ARTRQ,Araceae,Araceae
369,"Arisaema triphyllum ssp. triphyllum","Jack In The Pulpit",ARTRT3,Araceae,Araceae
370,"Aristida divaricata Humb. & Bonpl. ex Willd.","Poverty Threeawn",ARDI5,Poaceae,Poaceae
371,"Aristida purpurea var. longiseta (Steud.) Vasey","Fendler Threeawn",ARPUL,Poaceae,Poaceae
372,"Aristolochia californica Torr.","California Dutchman's Pipe",ARCA10,Aristolochiaceae,Aristolochiaceae
373,"Aristolochia macrophylla Lam.",Pipevine,ARMA7,Aristolochiaceae,Aristolochiaceae
374,"Aristolochia serpentaria L.","Virginia Snakeroot",ARSE3,Aristolochiaceae,Aristolochiaceae
375,"Aristolochia sp.","Pipe Vine","",Aristolochiaceae,Aristolochiaceae
376,"Armillaria ponderosa (PK.) Sacc.","","",Tricholomataceae,""
377,"Armoracia rusticana P.G. Gaertn.",Horseradish,ARRU4,Brassicaceae,Brassicaceae
378,"Arnica acaulis (Walt.) B.S.P.","Common Leopardbane",ARAC3,Asteraceae,Asteraceae
379,"Arnica cordifolia Hook.","Heartleaf Arnica",ARCO9,Asteraceae,Asteraceae
380,"Arnica latifolia Bong.","Broadleaf Arnica",ARLA8,Asteraceae,Asteraceae
381,"Arnoglossum atriplicifolium (L.) H.E. Robins.",Armoglossum,ARAT,Asteraceae,Asteraceae
382,"Artemisia absinthium L.","Absinth Sagewort",ARAB3,Asteraceae,Asteraceae
383,"Artemisia alaskana Rydb.","Alaska Sagebrush",ARAL5,Asteraceae,Asteraceae
384,"Artemisia arctica Less.","Boreal Sagebrush",ARARA2,Asteraceae,Asteraceae
385,"Artemisia australis Less.","Oahu Wormwood",ARAU3,Asteraceae,Asteraceae
386,"Artemisia biennis Willd.","Biennial Wormwood",ARBIB,Asteraceae,Asteraceae
387,"Artemisia californica Less.","California Sagebrush",ARCA11,Asteraceae,Asteraceae
388,"Artemisia campestris L.","Field Sagewort",ARCAB4,Asteraceae,Asteraceae
389,"Artemisia campestris ssp. borealis var. borealis (Pallas) M.E. Peck","Pacific Wormwood",ARCAB4,Asteraceae,Asteraceae
390,"Artemisia campestris ssp. borealis var. scouleriana (Hook.) Cronq.","Pacific Wormwood",ARCAS5,Asteraceae,Asteraceae
391,"Artemisia campestris ssp. caudata (Michx.) Hall & Clements","Field Wormwood",ARCAC,Asteraceae,Asteraceae
392,"Artemisia cana Pursh","Silver Sagebrush",ARCAC5,Asteraceae,Asteraceae
393,"Artemisia carruthii Wood ex Carruth.","Carruth's Sagewort",ARCA14,Asteraceae,Asteraceae
394,"Artemisia douglasiana Bess.","Douglas' Sagewort",ARDO3,Asteraceae,Asteraceae
395,"Artemisia dracunculus L.",Wormwood,ARDR4,Asteraceae,Asteraceae
396,"Artemisia filifolia Torr.","Sand Sagebrush",ARFI2,Asteraceae,Asteraceae
397,"Artemisia frigida Willd.","Fringed Sagewort",ARFR4,Asteraceae,Asteraceae
398,"Artemisia furcata var. heterophylla (Bess.) Hult‚n","Forked Sagewort",ARFUH,Asteraceae,Asteraceae
399,"Artemisia ludoviciana Nutt.","Louisiana Sagewort",ARLUL2,Asteraceae,Asteraceae
400,"Artemisia ludoviciana ssp. incompta (Nutt.) Keck","Mountain Sagewort",ARLUI2,Asteraceae,Asteraceae
401,"Artemisia ludoviciana ssp. ludoviciana","Foothill Sagewort",ARLUL2,Asteraceae,Asteraceae
402,"Artemisia ludoviciana ssp. mexicana (Willd. ex Spreng.) Keck","Mexican White Sagebrush",ARLUM2,Asteraceae,Asteraceae
403,"Artemisia nova A. Nels.","Black Sagebrush",ARNO4,Asteraceae,Asteraceae
404,"Artemisia sp.",Sage,"",Asteraceae,Asteraceae
405,"Artemisia suksdorfii Piper","Coastal Wormwood",ARSU4,Asteraceae,Asteraceae
406,"Artemisia tilesii Ledeb.","Tilesius' Wormwood",ARTIT,Asteraceae,Asteraceae
407,"Artemisia tridentata Nutt.","Big Sagebrush",ARTRT,Asteraceae,Asteraceae
408,"Artemisia tripartita Rydb.","Threetip Sagebrush",ARTRT2,Asteraceae,Asteraceae
409,"Artemisia tripartita ssp. tripartita","Idaho Threetip Sagebrush",ARTRT2,Asteraceae,Asteraceae
410,"Artemisia vulgaris L.","Common Wormwood",ARVUV,Asteraceae,Asteraceae
411,"Artemisia vulgaris var. kamtschatica Bess.","Kamtschat's Wormwood",ARVUK,Asteraceae,Asteraceae
412,"Arthrocnemum subterminale (Parish) Standl.","Parish's Glasswort",ARSU11,Chenopodiaceae,Amaranthaceae
413,"Artocarpus altilis (Parkinson) Fosberg",Breadfruit,ARAL7,Moraceae,Moraceae
414,"Aruncus dioicus (Walt.) Fern.","Bride's Feathers",ARDID2,Rosaceae,Rosaceae
415,"Aruncus dioicus var. acuminatus (Rydb.) Rydb. ex Hara","Bride's Feathers",ARDIA,Rosaceae,Rosaceae
416,"Aruncus dioicus var. vulgaris (Maxim.) Hara","Bride's Feathers",ARDIV,Rosaceae,Rosaceae
417,"Arundinaria gigantea (Walt.) Muhl.","Giant Cane",ARGIG,Poaceae,Poaceae
418,"Arundinaria gigantea ssp. tecta (Walt.) McClure",Switchcane,ARGIT8,Poaceae,Poaceae
419,"Arundinaria sp.",Bamboo,"",Poaceae,Poaceae
420,"Arundo donax L.",Giantreed,ARDO4,Poaceae,Poaceae
421,"Asarum canadense L.","Canadian Wildginger",ASCA,Aristolochiaceae,Aristolochiaceae
422,"Asarum caudatum Lindl.","British Columbia Wildginger",ASCAC2,Aristolochiaceae,Aristolochiaceae
423,"Asarum sp.","Wild Ginger","",Aristolochiaceae,Aristolochiaceae
424,"Asclepias asperula ssp. capricornu (Woods.) Woods.",Antelopehorns,ASASC,Asclepiadaceae,Apocynaceae
425,"Asclepias californica Greene","California Milkweed",ASCAC3,Asclepiadaceae,Apocynaceae
426,"Asclepias cordifolia (Benth.) Jepson","Heartleaf Milkweed",ASCO,Asclepiadaceae,Apocynaceae
427,"Asclepias cryptoceras S. Wats.","Pallid Milkweed",ASCRC2,Asclepiadaceae,Apocynaceae
428,"Asclepias engelmanniana Woods.","Eared Milkweed",ASEN,Asclepiadaceae,Apocynaceae
429,"Asclepias eriocarpa Benth.","Woollypod Milkweed",ASER,Asclepiadaceae,Apocynaceae
430,"Asclepias erosa Torr.","Desert Milkweed",ASER2,Asclepiadaceae,Apocynaceae
431,"Asclepias exaltata L.","Poke Milkweed",ASEX,Asclepiadaceae,Apocynaceae
432,"Asclepias fascicularis Dcne.","Mexican Whorled Milkweed",ASFA,Asclepiadaceae,Apocynaceae
433,"Asclepias hallii Gray","Hall's Milkweed",ASHA6,Asclepiadaceae,Apocynaceae
434,"Asclepias incarnata L.","Swamp Milkweed",ASINI,Asclepiadaceae,Apocynaceae
435,"Asclepias involucrata Engelm. ex Torr.","Dwarf Milkweed",ASIN14,Asclepiadaceae,Apocynaceae
436,"Asclepias latifolia (Torr.) Raf.","Broadleaf Milkweed",ASLA4,Asclepiadaceae,Apocynaceae
437,"Asclepias nyctaginifolia Gray","Mojave Milkweed",ASNY,Asclepiadaceae,Apocynaceae
438,"Asclepias perennis Walt.","Aquatic Milkweed",ASPE,Asclepiadaceae,Apocynaceae
439,"Asclepias pumila (Gray) Vail","Plains Milkweed",ASPU,Asclepiadaceae,Apocynaceae
440,"Asclepias quadrifolia Jacq.","Fourleaf Milkweed",ASQU,Asclepiadaceae,Apocynaceae
441,"Asclepias sp.",Milkweed,"",Asclepiadaceae,Apocynaceae
442,"Asclepias speciosa Torr.","Showy Milkweed",ASSP,Asclepiadaceae,Apocynaceae
443,"Asclepias stenophylla Gray","Slimleaf Milkweed",ASST,Asclepiadaceae,Apocynaceae
444,"Asclepias subulata Dcne.","Rush Milkweed",ASSU,Asclepiadaceae,Apocynaceae
445,"Asclepias subverticillata (Gray) Vail","Whorled Milkweed",ASSU2,Asclepiadaceae,Apocynaceae
446,"Asclepias syriaca L.","Common Milkweed",ASSY,Asclepiadaceae,Apocynaceae
447,"Asclepias tuberosa L.","Butterfly Milkweed",ASTUT2,Asclepiadaceae,Apocynaceae
448,"Asclepias verticillata L.","Whorled Milkweed",ASVE,Asclepiadaceae,Apocynaceae
449,"Asclepias viridiflora Raf.","Green Milkweed",ASVI,Asclepiadaceae,Apocynaceae
450,"Asimina triloba (L.) Dunal","Common Pawpaw",ASTR,Annonaceae,Annonaceae
451,"Asparagus officinalis L.","Garden Asparagus",ASOF,Liliaceae,Nartheciaceae
452,"Asplenium horridum Kaulfuss","Lacy Spleenwort",ASHO4,Blechnaceae,""
453,"Asplenium nidus L.","Birdnest Fern",ASNI,Blechnaceae,""
454,"Asplenium pseudofalcatum",Iwaiwa,"",Blechnaceae,""
455,"Asplenium rhizophyllum L.","Walking Fern",ASRH2,Blechnaceae,""
456,"Asplenium sp.",Spleenwort,"",Blechnaceae,""
457,"Asplenium trichomanes L.","Maidenhair Spleenwort",ASTRT,Blechnaceae,""
458,"Aster foliaceus Lindl.","Alpine Leafybract Aster",SYFOF,Asteraceae,Asteraceae
459,"Aster sp.","Prairie Aster","",Asteraceae,Asteraceae
460,"Astragalus allochrous Gray","Halfmoon Milkvetch",ASALA10,Fabaceae,Fabaceae
461,"Astragalus americanus (Hook.) M.E. Jones","American Milkvetch",ASAM3,Fabaceae,Fabaceae
462,"Astragalus amphioxys Gray","Crescent Milkvetch",ASAMA,Fabaceae,Fabaceae
463,"Astragalus australis (L.) Lam.","Indian Milkvetch",ASAU4,Fabaceae,Fabaceae
464,"Astragalus bisulcatus var. haydenianus (Gray) Barneby","Hayden's Milkvetch",ASBIH,Fabaceae,Fabaceae
465,"Astragalus calycosus var. scaposus (Gray) M.E. Jones","Torrey's Milkvetch",ASCAS,Fabaceae,Fabaceae
466,"Astragalus canadensis L.","Canadian Milkvetch",ASCAC6,Fabaceae,Fabaceae
467,"Astragalus canadensis var. canadensis","Canadian Milkvetch",ASCAC6,Fabaceae,Fabaceae
468,"Astragalus ceramicus Sheldon","Painted Milkvetch",ASCEC,Fabaceae,Fabaceae
469,"Astragalus ceramicus var. ceramicus","Painted Milkvetch",ASCEC,Fabaceae,Fabaceae
470,"Astragalus ceramicus var. filifolius (Gray) F.J. Herm.","Painted Milkvetch",ASCEF,Fabaceae,Fabaceae
471,"Astragalus convallarius var. convallarius","Timber Milkvetch",ASCOC9,Fabaceae,Fabaceae
472,"Astragalus crassicarpus Nutt.","Groundplum Milkvetch",ASCRC3,Fabaceae,Fabaceae
473,"Astragalus crassicarpus var. crassicarpus","Groundplum Milkvetch",ASCRC3,Fabaceae,Fabaceae
474,"Astragalus cyaneus Gray","Cyanic Milkvetch",ASCY,Fabaceae,Fabaceae
475,"Astragalus giganteus S. Wats.","Giant Milkvetch",ASGI2,Fabaceae,Fabaceae
476,"Astragalus gracilis Nutt.","Slender Milkvetch",ASGR3,Fabaceae,Fabaceae
477,"Astragalus humistratus var. sonorae (Gray) M.E. Jones","Groundcover Milkvetch",ASHUS,Fabaceae,Fabaceae
478,"Astragalus kentrophyta var. elatus S. Wats.","Tall Spiny Milkvetch",ASKEE,Fabaceae,Fabaceae
479,"Astragalus kentrophyta var. kentrophyta","Spiny Milkvetch",ASKEK,Fabaceae,Fabaceae
480,"Astragalus laxmannii var. robustior (Hook.) Barneby & Welsh","Prairie Milkvetch",ASLAR,Fabaceae,Fabaceae
481,"Astragalus lentiginosus var. diphysus (Gray) M.E. Jones","Speckledpod Milkvetch",ASLED,Fabaceae,Fabaceae
482,"Astragalus lentiginosus var. palans (M.E. Jones) M.E. Jones","Speckledpod Milkvetch",ASLEP,Fabaceae,Fabaceae
483,"Astragalus lonchocarpus Torr.","Rushy Milkvetch",ASLO3,Fabaceae,Fabaceae
484,"Astragalus miser Dougl.","Weedy Milkvetch",ASMIM4,Fabaceae,Fabaceae
485,"Astragalus miser var. decumbens (Nutt. ex Torr. & Gray) Cronq.","Prostrate Loco Milkvetch",ASMID,Fabaceae,Fabaceae
486,"Astragalus mollissimus Torr.","Woolly Milkvetch",ASMOM5,Fabaceae,Fabaceae
487,"Astragalus mollissimus var. matthewsii (S. Wats.) Barneby","Matthews' Woolly Milkvetch",ASMOM2,Fabaceae,Fabaceae
488,"Astragalus pachypus Greene","Thickpod Milkvetch",ASPAP5,Fabaceae,Fabaceae
489,"Astragalus pattersonii Gray","Patterson's Milkvetch",ASPA14,Fabaceae,Fabaceae
490,"Astragalus polaris Benth.","Polar Milkvetch",ASPO,Fabaceae,Fabaceae
491,"Astragalus praelongus Sheldon","Stinking Milkvetch",ASPRP2,Fabaceae,Fabaceae
492,"Astragalus purshii Dougl. ex Hook.","Woollypod Milkvetch",ASPUP7,Fabaceae,Fabaceae
493,"Astragalus purshii var. tinctus M.E. Jones","Woollypod Milkvetch",ASPUT,Fabaceae,Fabaceae
494,"Astragalus racemosus Pursh","Alkali Poisonvetch",ASRAR2,Fabaceae,Fabaceae
495,"Astragalus sesquiflorus S. Wats.","Sandstone Milkvetch",ASSE7,Fabaceae,Fabaceae
496,"Astragalus sp.",Vetch,"",Fabaceae,Fabaceae
497,"Asyneuma prenanthoides (Dur.) McVaugh","California Harebell",ASPR10,Campanulaceae,Campanulaceae
498,"Athyrium filix-femina (L.) Roth","Common Ladyfern",ATFIA,Dryopteridaceae,""
499,"Athyrium filix-femina ssp. angustum (Willd.) Clausen","Subarctic Ladyfern",ATFIA,Dryopteridaceae,""
500,"Athyrium filix-femina ssp. cyclosorum (Rupr.) C. Christens.","Subarctic Ladyfern",ATFIC,Dryopteridaceae,""
501,"Atriplex argentea Nutt.","Silverscale Saltbush",ATARA2,Chenopodiaceae,Amaranthaceae
502,"Atriplex argentea ssp. expansa (S. Wats.) Hall & Clements","Silverscale Saltbush",ATARE,Chenopodiaceae,Amaranthaceae
503,"Atriplex canescens (Pursh) Nutt.","Fourwing Saltbush",ATCAC,Chenopodiaceae,Amaranthaceae
504,"Atriplex confertifolia (Torr. & Fr‚m.) S. Wats.","Shadscale Saltbush",ATCO,Chenopodiaceae,Amaranthaceae
505,"Atriplex coronata S. Wats.",Crownscale,ATCOC,Chenopodiaceae,Amaranthaceae
506,"Atriplex elegans (Moq.) D. Dietr.","Wheelscale Saltbush",ATELE,Chenopodiaceae,Amaranthaceae
507,"Atriplex garrettii Rydb.","Garrett's Saltbush",ATGA2,Chenopodiaceae,Amaranthaceae
508,"Atriplex lentiformis (Torr.) S. Wats.","Big Saltbush",ATLEL,Chenopodiaceae,Amaranthaceae
509,"Atriplex nuttallii S. Wats.","Nuttall's Saltbush",ATTR3,Chenopodiaceae,Amaranthaceae
510,"Atriplex obovata Moq.","Mound Saltbush",ATOB,Chenopodiaceae,Amaranthaceae
511,"Atriplex polycarpa (Torr.) S. Wats.","Cattle Saltbush",ATPO,Chenopodiaceae,Amaranthaceae
512,"Atriplex powellii S. Wats.","Powell's Saltweed",ATPO2,Chenopodiaceae,Amaranthaceae
513,"Atriplex rosea L.","Tumbling Saltweed",ATRO,Chenopodiaceae,Amaranthaceae
514,"Atriplex saccaria S. Wats.","Sack Saltbush",ATSA,Chenopodiaceae,Amaranthaceae
515,"Atriplex semibaccata R. Br.","Australian Saltbush",ATSE,Chenopodiaceae,Amaranthaceae
516,"Atriplex serenana A. Nels.",Bractscale,ATSES,Chenopodiaceae,Amaranthaceae
517,"Atriplex sp.","Four Winged Salt Bush","",Chenopodiaceae,Amaranthaceae
518,"Atriplex torreyi (S. Wats.) S. Wats.","Torrey's Saltbush",ATTO,Chenopodiaceae,Amaranthaceae
519,"Atriplex truncata (Torr. ex S. Wats.) Gray","Wedgescale Saltbush",ATTR,Chenopodiaceae,Amaranthaceae
520,"Atriplex wrightii S. Wats.","Wright's Saltbush",ATWR,Chenopodiaceae,Amaranthaceae
521,"Aulacomnium sp.",Moss,"",Aulacomniaceae,""
522,"Aureolaria flava (L.) Farw.","Smooth Yellow False Foxglove",AUFLF,Scrophulariaceae,Orobanchaceae
523,"Aureolaria laevigata (Raf.) Raf.","Entireleaf Yellow False Foxglo",AULA,Scrophulariaceae,Orobanchaceae
524,"Aureolaria pedicularia (L.) Raf.","Fernleaf Yellow False Foxglove",AUPEP,Scrophulariaceae,Orobanchaceae
525,"Aureolaria pedicularia var. pedicularia","Fernleaf Yellow False Foxglove",AUPEP,Scrophulariaceae,Orobanchaceae
526,"Aureolaria virginica (L.) Pennell","Downy Yellow False Foxglove",AUVI,Scrophulariaceae,Orobanchaceae
527,"Avena barbata Pott ex Link","Slender Oat",AVBA,Poaceae,Poaceae
528,"Avena fatua L.","Wild Oat",AVFA,Poaceae,Poaceae
529,"Avena sativa L.","Common Oat",AVSA,Poaceae,Poaceae
530,"Avena sp.",Oat,"",Poaceae,Poaceae
531,"Baccharis douglasii DC.","Saltmarsh Baccharis",BADO,Asteraceae,Asteraceae
532,"Baccharis emoryi Gray","Emory's Baccharis",BAEM,Asteraceae,Asteraceae
533,"Baccharis pilularis DC.",Coyotebrush,BAPI,Asteraceae,Asteraceae
534,"Baccharis pteronioides DC.","Yerba De Pasmo",BAPT,Asteraceae,Asteraceae
535,"Baccharis salicifolia (Ruiz & Pav¢n) Pers.","Mule's Fat",BASA4,Asteraceae,Asteraceae
536,"Baccharis sarothroides Gray",Desertbroom,BASA2,Asteraceae,Asteraceae
537,"Baccharis sp.","Seep Willow","",Asteraceae,Asteraceae
538,"Baccharis wrightii Gray","Wright's Baccharis",BAWR,Asteraceae,Asteraceae
539,"Bacopa caroliniana (Walt.) B.L. Robins.","Blue Waterhyssop",BACA,Scrophulariaceae,Orobanchaceae
540,"Bahia dissecta (Gray) Britt.","Ragleaf Bahia",BADI,Asteraceae,Asteraceae
541,"Baileya multiradiata Harvey & Gray ex Gray","Desert Marigold",BAMU,Asteraceae,Asteraceae
542,"Balsamita major Desf.",Costmary,BAMA8,Asteraceae,Asteraceae
543,"Balsamorhiza ?terebinthacea (Hook.) Nutt. (pro sp.)  [deltoidea ? hookeri]",Balsamroot,BATE3,Asteraceae,Asteraceae
544,"Balsamorhiza ?terebinthacea (Hook.) Nutt. (pro sp.) [deltoidea ? hookeri]",Balsamroot,BATE3,Asteraceae,Asteraceae
545,"Balsamorhiza deltoidea Nutt.","Deltoid Balsamroot",BADE2,Asteraceae,Asteraceae
546,"Balsamorhiza hookeri (Hook.) Nutt.","Hooker's Balsamroot",BAHOH3,Asteraceae,Asteraceae
547,"Balsamorhiza hookeri var. hirsuta (Nutt.) A. Nels.","Hairy Balsamroot",BAHOH,Asteraceae,Asteraceae
